Unnamed: 0,date,score,reviews,sentiment
1594,2018-08-02 15:52:34,5,숙박 플랫폼의 최고봉,6
1595,2018-08-02 20:09:15,5,위젯 새로고침 기능이 좀더 나아지면 더 좋아질거 같습니다,5
1596,2018-08-03 11:33:05,3,에어비앤비 시스템 자체는 훌륭한데 앱 개발에는 신경쓰셔야할 것 같아요 검색 기능이 상당히 불편하네요,7
1597,2018-08-03 22:07:06,2,처음 가입할때 너무 어렵네요 중복 가입에 개인정보에 대한 불안감 등,10
1598,2018-08-03 23:28:23,5,유용해요 번역까지해줘요쵝오,1
1599,2018-08-04 09:28:47,5,에어비엔비 짱,0
1600,2018-08-04 13:51:29,5,핸폰에 올린 숙소등록과 pc상 숙소등록 관리가 따로 되사요,5
1601,2018-08-04 14:21:10,5,저는아직 모든게익숙지않아서요 에어엔비에감사하고있어요 고맙습니다,1
1602,2018-08-04 17:23:06,5,수수료가 센 편이지만 대안이 없는 상황에서 그럭저럭,7
1603,2018-08-04 18:50:39,1,저는예약을 한건도 아니고 문의만햇는데 자동결제가되어서 결제된카드사 문자보고서 예약된지도 알앗습니다 예약취소하고 환불할려 하니 환불를 못해준다합니다 이모든게 1시간에서 1시간반사이 가량 일어난 일들입니다 당일아이들과여행중이엿는데 너무 화가낫지만 72시간 기다려달란말에 환불될거란기대에 참고 기다렷지만 또 안된다는 말과 다시 3일을 기다려 달만말입니다 저와같이 피해사례가 잇으셧던 분들 계실까요 어디다가 신고를 해야 할까요 아신다면 공유 부탁드리겟습니다 이건 앉아서 사긴당한기분입니다 정말 내생전 처음겪는 어처구니없는 일입니다 어떻게 대응해야하는지 아시는분 공유부탁드려요,9
1604,2018-08-04 19:52:44,5,엡 을 통해 투명하게 알게 되어 좋습니다,1
1605,2018-08-04 22:51:29,4,신준증 인증할때 초점이 잘 안맞고 준비되지 않아 그냥 핸드폰안에있는 잘나온 사진을 보내려고 했는데 바로 사진을 찍어야 하는 준비되었을때 가입하세요 민낮으로 찍었더니 신분증의 사진과 다르다고 그래도 간단히 예약을 완료하였습니다 감사합니다,1
1606,2018-08-05 03:22:24,5,pc와 같이 사용하니 편하네요,0
1607,2018-08-05 04:05:53,3,실제 위치와 맞지않는 숙소 벌레 가득한 숙소가 있지만 취소 방법 등 게스트에게는 좋지 않은 어플인것같음,7
1608,2018-08-05 14:23:19,4,편리한 조회는 좋은데 바로 예약이 안되고 기다려야 하네요,9
1609,2018-08-05 15:22:45,3,스크랩할라고하면 가끔 관람할 자격이없다며 저장이 안되서 당황스러워여왜그런건지,9
1610,2018-08-05 16:32:21,5,좋아요 오류뜨는것도 없고 매우 잘 쓰고 있어요,1
1611,2018-08-05 22:38:20,4,편안하게 잘 지냈어요,0
1612,2018-08-06 07:02:35,4,나름 괜찮은 앱 인듯,0
1613,2018-08-06 12:28:29,5,호텔말고 잠깐 자고 갈 가정집 고르는 느낌이네요 평점 높은 호스트한테만 가게되지만 가격이 그렇게 비싸지 않아요,6
1614,2018-08-06 20:32:07,4,덕분에 여행은 잘 다녀왔으나문제가 생겼을때 앱상에서 고객센터나 숙소에 관한 급한 문의글을 올릴 데가 없더군요 개선 바랍니다,9
1615,2018-08-07 11:50:48,5,편리하고 좋네요,1
1616,2018-08-07 12:59:50,5,언제나 잘 사용 하고 있습니다,1
1617,2018-08-07 15:56:35,2,플랫폼자체는 좋으나 한박자느린 어플,7
1618,2018-08-07 18:35:05,3,국내 숙박 예약시 자연스럽게 원화로 설정하고 숙박 비교하다가 아무 생각없이 예약 및 결제까지 넘어가버리니 해외 원화결제가 되어버림 결제 전에 usd로 변환하겠냐 물어보는 것은 어떤가요 유저 인식 속 에선 국내 숙박 조회시 원화 및 예약하기 버튼 누르는 것이 자연스러워서 매번 아차 하게 됩니다 피드백 부탁해요,7
1619,2018-08-08 15:48:00,5,처음 예약해서 여행다녀왔는데 꽤 쓸만한듯,0
1620,2018-08-08 16:18:05,5,세계 어디든 좋은 숙소를 빌릴수 있어서 좋아요,0
1621,2018-08-08 17:50:03,4,앱으로 못하는 게 많아서 노트북으로 해야 할때가 많아요 여행하면서 노트북을 안가져오는 경우가 많아서 되게 불편하더라고요,7
1622,2018-08-08 19:51:22,5,괜찮아요 잘 사용함,1
1623,2018-08-08 23:57:32,1,어니 기껏 비번바꿔서 로그인했더니 담당자 연결해준다고 무슨 정보를 메세지적어서 제출하라그러고 담당자연결도 필요없고 다음으로 넘어가지지도않고 무슨 앱을 이따위로만들었어 어떻게 이용하라는건지,9
1624,2018-08-09 12:38:58,4,처음인데 생각보다 너무 좋와요,0
1625,2018-08-09 15:27:25,5,딱히 불편한점이나 예약이나 문제 된 적이 없어 좋은거같네요 선택의 폭이나 취향대로 예약할수 있는것도 장점인거같아요,1
1626,2018-08-09 16:30:48,2,후기 쓸 때 줄이 멋대로 바뀌네요 불편해욥,9
1627,2018-08-09 20:47:19,4,메뉴보기가 좀 불편해요,9
1628,2018-08-09 22:34:12,4,덕분에 준비 잘합니다,1
1629,2018-08-10 11:14:32,3,회원가입이 너무 까다롭고 복잡함,9
1630,2018-08-10 11:44:23,1,뭔놈의 인증이 많은지 너무 까다롭다,9
1631,2018-08-10 13:24:49,5,좋네요 현관련앱중에 젤 좋은듯,0
1632,2018-08-10 16:35:13,5,자주 이용하게 될것같은 느낌,2
1633,2018-08-11 01:53:53,1,지금 나만 안되나,7
1634,2018-08-11 02:29:29,1,계속 오류만 납니다,9
1635,2018-08-11 02:31:04,1,숙소 찾는 중인데 계속 오류떠서 삭제했다 다시 깔아도 로그인오류 뜨네요,9
1636,2018-08-11 09:50:50,5,처음이용해보는데 좋네요 다만 결제카드에 제한이있다는점,7
1637,2018-08-11 11:30:34,3,다산초당골한옥 펜션 쉼마루 숙소 이름 넣어 탭하면 될지도,5
1638,2018-08-11 14:29:31,2,나는 앱을 이용해서 호스팅을 한다 하지만 잦은 오류로 사용에 있어서 불편함이 많다업데이트를 왜 하는가 툭하면 오류로 닫히고 결국 다른 메신저를 통해서 이미지를 전달하게 만들었다 에어비엔비의 직원이 일을 제대로 안하고있어 호스트들이 답답해 하고 있다,9
1639,2018-08-12 05:16:47,5,최고죠 호스트와 메세지를 손쉽게 주고받을수 있어서 굉장히 좋습니다,0
1640,2018-08-12 16:21:35,5,인터페이스가 편해요,0
1641,2018-08-12 16:32:40,5,앱을 이용하여 편리하게 호스팅을 할 수 있었어요,1
1642,2018-08-12 19:32:10,5,첫 가입 잘은 모르겠어요,7
1643,2018-08-13 11:26:54,4,카카오톡으로 공유하려는데 최신 버전의 카카오톡이 아니라고 진행이 안됩니다 처리해주세요,9
1644,2018-08-13 15:22:14,1,설치가 안됨,9
1645,2018-08-13 16:33:03,2,수수료 조나 받아처먹으면서 해외결제카드로 했는데도 결제오류 결제오류 그정도 받아처먹으면 결제 좀 유연하게 할수있게 하세요 같은 나라 여행하는데 도데체 해외결재해야하는 이유가 뭐임,9
1646,2018-08-13 20:43:40,5,멋진 웹입니다,0
1647,2018-08-14 02:34:04,5,진짜 좋습니다,0
1648,2018-08-14 06:55:42,5,좋은 숙소 찾기에 짱,0
1649,2018-08-14 10:14:03,4,친구들과 숙소 예약 결정전에 의견을 나눠야하는데 카톡 공유가 안됩니다 살펴주시고 공유가능하도록 해주세요,7
1650,2018-08-14 17:53:09,1,지도상으로 찾기 누르면 왜 자꾸 터치가 안되고 엉뚱한데로 이동하나요a라는 곳 누르면 자꾸 c쪽으로 움직임 돌아버리겠음 예전엔 안 이랬는데 업뎃이 잘못된건가 이거때문에 지도에서 찾기 못해먹겠음,9
1651,2018-08-14 18:34:14,1,로그인이 되지 않아요,9
1652,2018-08-14 23:59:34,1,로그인도 못하고 지운다 깔지 마세요 쓸데없는 시간 낭비있니다,9
1653,2018-08-15 00:27:09,5,와 고객센터가 세상 친철하네요 제가 경험해본 모든 고객 센터중에 제일 친절한것 같아요 잘못은 제가 했는데 기분상하지 말라고 쿠폰주고 신경써주고 에어비앤비 오래 이용하면서 고객센터 처음 이용해봤는데 너무 만족스러웠어요,1
1654,2018-08-15 06:40:48,5,매우좋음,0
1655,2018-08-15 09:41:12,1,짜증나서 못해먹겠음,9
1656,2018-08-15 15:16:24,5,여름휴가 성수기때 처음 사용하였는데 운이 좋았는지 한번에 성공했어요 더군다나 아주 좋은 호스트도 만났어요,0
1657,2018-08-15 22:26:19,1,너무 느리다 휘성같이 realslow,7
1658,2018-08-16 09:29:53,4,다른 창을 잠시 열었다 돌아가면 입력한 여행기간 게스트 숫자 등 기존 정보 입력한 게 초기화 되어 불편한 거 빼고는 좋아요,0
1659,2018-08-16 21:15:37,1,개쉬뤠귀 앱관리도 안하고 수수료만 쳐먹고 소비자를 호구로 아네,9
1660,2018-08-17 08:09:53,1,솔직히 별 한개도 아깝다 7500원짜리 숙소 예약을 사정이 있어서 취소하게 됬는데 300원 밖에 못 받는다는게 말이 됨 심지어 그 삼만원도 3주 가까이 되는데도 안들어옴사기도 아니고 고객 센터는 전화도 안받음,9
1661,2018-08-17 08:22:53,1,3일 전 결제가 두번 됬는데 취소를 안해줍니다 이 앱을 사용하는 사람들은 신용카드를 확인해서 결제가 두번됬는지 확인해야 합니다,9
1662,2018-08-17 11:39:41,1,서버가 미국인가 넘 느리고 답답할정도의 응답속도 한국에서 장사할꺼면 한국에 서버 증설좀,9
1663,2018-08-17 14:19:59,1,씝쓰긔 가입 쳐했는데 로그인 안되네,9
1664,2018-08-18 13:07:25,5,버그넘심사네요 관리안되나봐,7
1665,2018-08-19 08:51:02,5,유용한 앱임,1
1666,2018-08-19 12:02:03,2,기존아이디로 로그인할려했는데 로봇인증 3번째 부터 사진이 안나옴 음성으로 전환해서 입력하면 안넘어가고,9
1667,2018-08-19 15:49:59,1,예약도 안되고 카드결제및 카드신규등록도 안됩니다 날자는 다되어 가는데 어떻게 하라는건지요,9
1668,2018-08-19 23:35:45,4,카카오톡에 링크걸때 계속 오류가 나요 개선 부탁드립니다,9
1669,2018-08-20 15:13:01,5,전체적으로 불편없이 이요하고있음,5
1670,2018-08-20 16:18:27,4,호스팅하는데 숙소별 매출을 보기힘들어요 예약관련 알림설정했는데 어느숙소인지 문자만 봐서는 알수없어요,7
1671,2018-08-20 18:34:56,4,비엔비 팀 담당자님이 제계정을 잠궈놨다고 나와서 로그인 하니까 아무것도 안떠요 이것좀 해결해주세요,9
1672,2018-08-20 21:00:59,5,추천숙소의 사진과 모든 후기가 자세히 나와있어 좋아요,0
1673,2018-08-21 00:58:36,5,잘쓰겟습니다,1
1674,2018-08-21 08:18:04,5,나쁘지않은듯,6
1675,2018-08-21 11:03:27,1,앱자체가 너무 별로에요 잦은 오류 잦은 초기화 카드등록 잘안되고 컨텐츠가 아무리 좋으면뭐해요 어플때문에 화딱지나서 왠만하면 리뷰안남기는 제가 남길정도입니다,9
1676,2018-08-21 12:32:20,4,계정 삭제가 어려워요 비활성화가 있긴한데 완전 삭제는 어째하는건지,9
1677,2018-08-21 20:54:47,1,여기서 집을구했는데 집주인이 매일 맘데로 와이파이끄고집들어갈때 종이에적혀잇던데로 안해주네요 화는엄청네네요,9
1678,2018-08-21 23:38:31,5,외국여행뿐아니라 국내여행시도 실패 무,5
1679,2018-08-22 01:18:31,5,정말좋네요,0
1680,2018-08-22 11:46:46,4,사용하기 편리했음,0
1681,2018-08-22 22:41:36,3,페이스북으로 가입한 적이 있는데 페이스북 탈퇴했어요 가입했던 계정 삭제하고 새로 가입하려면 어떻게 해야할까요,10
1682,2018-08-23 14:57:25,5,여행시 많은 활용 기대합니다,0
1683,2018-08-23 14:59:14,5,애용 하고 있습니다,1
1684,2018-08-23 20:06:50,5,편리하긴한데 카톡으로 링크가 안됩니다 업데이트 부탁드립니다,9
1685,2018-08-26 11:19:45,1,최악의 앱이네 마카오검색했더니 40개중에 마카오는 4개정도 나머지는 다 중국쪽 만 나오고 앱은 넘어가지 않아서 계속 점3개가 오락가락하는것만 구경 결국 앱으로 보기 포기하고 익스플로어로 봄 보다가 열받아서 스트레스만 더 받음,9
1686,2018-08-26 11:52:27,1,숙소 찾는데 로딩중 안찾아져여,9
1687,2018-08-28 09:09:56,4,로딩만 되고 안 돼요 잘 되다가 왜 이러는지,9
1688,2018-08-28 11:36:16,1,신규 가입 크레딧 없어졌다 쓰레기 앱,9
1689,2018-08-28 18:18:00,5,예약사후관리를 잘해주셔서 감사합니다,1
1690,2018-08-28 20:57:02,3,로딩만 계속 되는분들 재설치 하니 되네요,6
1691,2018-08-28 21:14:41,5,에어비앤비로 일본은 5번째인데 대만족입니다,0
1692,2018-08-29 11:11:19,3,숙소 주소 영문으로 떠서 정확한주소 호스트와 재확인필요하고 예약변경및취소 불편함 에어비앤비 고객센터 전화번호 정도는 앱에 탑제했으면함,9
1693,2018-08-29 19:29:40,2,refresh 오류가 있는듯 검색후 첫 페이지 이후 다음페이지 호출이 안되네요,9
1694,2018-08-29 23:50:46,3,설치오류 506 뜹니다 예약후 잠시삭제했는데 급합니다 설치가안돼요,9
1695,2018-08-30 00:51:43,1,아니뭔로그인이 되야 뭘하던지말던지하는데 열수십번햐도 안돼서 빡쳐서 안함,9
1696,2018-08-30 16:29:00,5,갑자기 업데이트 후에 렉이있지,9
1697,2018-08-30 22:17:41,1,잘 쓰다가 삭제 후 1년 정도 있다가 다시 깔았는데 계정을 영구삭제해버리셨네요 전 나름 좋은 기억으로 여행갈 때 이용할 숙소 찾으려고 로그인 했던건데마음 상해서 그냥 다른 앱 쓰는 게 낫겠어요,9
1698,2018-08-30 22:53:31,4,뭐 이 분야에서 야가 거의 독점인께,5
1699,2018-08-31 12:09:27,1,최신버전의 카카오톡 링크v2를 적용 하도록 요청바랍니다 카카오톡으로 공유가 안됨,9
1700,2018-08-31 18:47:59,5,본사도 갔다옴 생각보다 괜찮은 회사임,5
1701,2018-09-01 02:57:41,3,정렬기준이 없고 평점 필터 안됨 무한로딩 등 최근 버그가 잦음,7
1702,2018-09-01 11:44:59,1,거지같음 통화 왜 자꾸 엔화로 결제하라함,9
1703,2018-09-01 17:53:16,1,아오 짜증남 세번 까는데 세번 다 튕김 뭐어쩌라는거임,9
1704,2018-09-01 20:29:25,5,가끔 이용하면 괜찮을꺼같아요,5
1705,2018-09-01 23:49:16,5,유용하게 잘 쓰고있어요,1
1706,2018-09-02 16:55:53,5,잘 사용하고있어요,1
1707,2018-09-02 23:01:26,1,로딩중계속돌아가요 재설치했다가 다시해도 똑같습니다 속터짐,9
1708,2018-09-04 09:24:19,2,검색을 하고 내려보면 왜 계속 로딩이 되나요 저만 문제인지 알았는데 다 그러신거 같네요 앱을 안쓰고 인터넷창에서 해야 괜찮네요 별로입니다,7
1709,2018-09-04 10:04:51,5,숙소를 찾기쉬워 편리하고 좋아요,0
1710,2018-09-04 14:08:26,4,숙소예약하기가 편하고 호스트와 실시간 소통하기가 편해요,0
1711,2018-09-05 15:27:45,5,아용하기 편리합니다,1
1712,2018-09-05 18:07:18,1,3년째 슈퍼호스트인데 직원의 실수로 몇백만원 손해난걸 미안하지만 돈은 너가 물어내이상현총괄님 직원들 몇명땜에 오래 못갈거 같네요 올스테이로 갈아탈듯 싶습니다,7
1713,2018-09-05 19:19:33,3,카카오톡 공유가 안되요,9
1714,2018-09-06 10:29:27,4,다좋은데 답답한건 수수료를 너무많이 드시는것 그리고 예약을 했으면 예약화면을 찾기가 어렵다 로그인시 예약된내용을 바로보여줬으면 기본이 안되있음,9
1715,2018-09-06 11:26:26,4,사용하기에 불편함이 없넹,6
1716,2018-09-06 14:42:17,4,여행가자리,4
1717,2018-09-06 15:24:13,3,카카오톡 업그레이드한 앱으로 링크되지가 않아요,9
1718,2018-09-07 15:16:51,5,에어비앤비 아주 애용하는 좋은 앱입니다 비싼 호텔 갈 필요가 없네요,1
1719,2018-09-07 21:28:10,5,국내외 저렴하고 특색있는 숙소를 알아볼 때 최고의 숙박 플랫폼 이네요,0
1720,2018-09-08 01:51:18,2,카톡링크 보내려고하니까 연동이 안됨,9
1721,2018-09-08 13:25:58,5,실제 호스트로 게스트를받았습니다 서로유익한시간이되는 계기가됬습니다,0
1722,2018-09-08 14:02:10,5,최고의 숙박앱,0
1723,2018-09-08 18:49:07,5,정말 좋은어플 추천,5
1724,2018-09-08 20:20:42,5,가끔 이용하는데 그때마다 만족합니다,1
1725,2018-09-08 22:58:21,5,정말좋은앱입니다 다름사람후기도 볼수있고 위치도확인되고 단체예약하는데 정말좋아요 추천합니다,0
1726,2018-09-10 00:15:19,4,다른 호텔만 확인해주는 어플과 비교했을때 이쁜집이 많아요,5
1727,2018-09-10 21:17:17,5,감사합니다d,1
1728,2018-09-11 16:30:33,5,항상 즐겁게이용하고 있어요,1
1729,2018-09-12 06:01:50,5,믿고쓰는 에어앤비,0
1730,2018-09-12 09:55:27,4,모바일 pc 모두 지도 확인 속도가 조금 느린것만 빼면 좋습니다,7
1731,2018-09-13 15:32:41,1,카카오톡 공유 안되는거 도대체 언제 고쳐주실건지,9
1732,2018-09-13 16:34:36,4,저렴하게 잘 나온곳도 있으나 점점 호텔만큼 비싸진다,7
1733,2018-09-14 01:20:25,4,아주유용하게잘사용하고있습니다,1
1734,2018-09-14 10:01:57,1,결제시스템도 엉망이고 신분증 확인하다 숙소예약 포기할뻔했네요 카드결제도 등록안되고 렉도심하고 지울래요,9
1735,2018-09-14 19:55:11,5,후쿠오카에서 즐거운 여행 할 수 있었어요,0
1736,2018-09-14 21:08:56,1,결제시스템 최악진짜안좋습니다 주소도 대충적어놔서 찾기힘들고 메세지 전화 연결도 제대로 안되서 바로 해결하기 힘듭니다지웁니다,9
1737,2018-09-15 09:15:10,4,처음 사용해봤는데 생각보다 유용한 정보와 좋은 숙소를 찾은수있어 좋네요,1
1738,2018-09-15 19:37:06,5,매우 편리하네요,1
1739,2018-09-16 16:08:18,5,숙소들이 청결하고 좋았습니다,0
1740,2018-09-17 19:25:37,5,사진을 보고 결정하는 경우가 많은데 집주인들이 공개하는 사진의 양이 좀 적다고 생각합니다 규정에 공개사진 수를 정하는건 어떨까요 반드시 몇 장 이상이어야 한다 라고 말이죠,7
1741,2018-09-17 23:17:35,1,생년월일부터 제대로 작동안됨 9월 이후로는 회원으로 받지않겠다는 말인가,9
1742,2018-09-18 00:52:43,5,가입이 필요한거 빼고는 괜찮습니다,5
1743,2018-09-19 00:29:49,5,정말 가성비 좋은 숙소를 찾을수 있어 너무 좋은것 같습니다 특히 인원이 많거나 홀수일때 호텔은 예약하기 애매한데 이걸로는 단박에 해결되는것 같아요,0
1744,2018-09-19 11:17:40,3,해외카드 없으면 결제 안되서 페이팔도 안되고 불편합니다,9
1745,2018-09-19 12:44:14,2,이 가격이면 일반 호텔이나 리조트로 간다뭔 가격 책정을 호텔과 콘도 기준으로 정했는지,7
1746,2018-09-19 12:56:12,4,상세 검색이 약함,9
1747,2018-09-19 18:09:24,1,잘 관리하세요 아이디 해킹까지 쉽게 당하게 하지말고,10
1748,2018-09-20 16:42:40,4,아직 많이이용한것은 아니지만 충분히 만족합니다,1
1749,2018-09-21 15:59:26,5,필요할 때마다 잘 알려 주셔서 늘 감사드립니다,1
1750,2018-09-22 03:42:15,5,굿,0
1751,2018-09-22 12:28:08,5,좋아요 예쁜숙소 좋은가격 좋네요,0
1752,2018-09-22 17:14:07,5,좋네,0
1753,2018-09-23 20:33:14,5,후기보고 이용했는데 좋네요,1
1754,2018-09-24 00:17:20,1,발로만드셧네요 생각좀하고삽시다,9
1755,2018-09-24 06:46:11,5,사용이 편하고 일정관리 및 메세지 기능이 아주 유용해요,1
1756,2018-09-24 14:17:42,1,갑자기 탈퇴시키고 재가입도 안됨 그거에 대한 충분한 설명도 없음,9
1757,2018-09-24 15:54:28,3,숙소를 카톡으로 공유하기가 안됨 핵불편,9
1758,2018-09-24 21:54:44,4,카카오톡으로 숙소정보를 공유하려는데 몇번깔고 지웠으나 안됩니다 어찌해야하나요,7
1759,2018-09-25 03:45:52,1,같은 숙소가 쿠폰이 있는 사람한테는 비싸게 표시되는 쓰레기 시스템,9
1760,2018-09-25 13:03:15,5,여행 숙소 잡기 너무 좋네요,0
1761,2018-09-26 15:37:18,5,여행의 시작과 끝까지 챙겨주는 느낌,0
1762,2018-09-26 21:12:30,5,너무 좋은 앱이네요 별점 쾅쾅입니다,0
1763,2018-09-26 23:38:29,5,여행중 머무는 집을 내가 원하는 대로 안심하고 찾을수 있어 좋다 쉽게 예약되어 만족함,0
1764,2018-09-27 00:37:44,1,결제하는데 3시간 걸림 완전 오류 계속됨,9
1765,2018-09-27 08:41:42,4,같은 숙소도 타 사이트보다 저렴하고 선택의 폭이 넓어 좋습니다,1
1766,2018-09-27 13:22:02,1,앱이 아예 실행이 안됌 계속 오류만 뜸,9
1767,2018-09-27 14:05:20,5,자유여행에 꼭 필요한 사이트,0
1768,2018-09-27 18:20:12,4,편리하고 저렴합니다,1
1769,2018-09-27 19:58:23,5,생각보다 만족스러운 여행을 할수있었음,0
1770,2018-09-28 00:55:56,1,결제대박불편,9
1771,2018-09-28 19:45:49,5,개스트가 인원추가로 와서 추가요금을 요구하면 후기를 엉망으로 올리는데 이와 비슷한 경우 후기를 컨트롤 할수있는 방법이 있으면 좋겠습니다,7
1772,2018-09-28 20:27:29,4,첨 예약해봤는데 선택권이 많아서 좋아요,0
1773,2018-09-28 21:10:41,5,여행의 필수 아이템,0
1774,2018-09-28 21:24:50,5,정말좋은 앱인거같습니다 주변사람에게 강추하고있습니다,1
1775,2018-09-28 21:32:17,5,좋아요 덕분에 저렴햐고 좋은 숙소 이용했어요,1
1776,2018-09-29 01:44:38,5,매번 잘이용하고있습니다,1
1777,2018-09-29 06:37:45,5,아직까지는 좋아요,0
1778,2018-09-30 01:45:54,3,앱이 호스팅하는 사람이 사용하기에 불편한 점이 있다 돈을 받는 계좌 책들은 앱으로 할수없다,9
1779,2018-09-30 15:11:22,3,너무 신뢰도가없어요예약된다고써놓고 며칠뒤에나 아 죄송하다고예약다된곳이러그러고 아예연락안되는호스트도있고,9
1780,2018-09-30 16:42:36,5,자주오류가 뜨는것외에 좋아요,5
1781,2018-10-01 09:15:53,1,앱알람이 안옴 서비스가 후짐 2달 전에 예약한 건을 호스트가 3일 전에 숙소를 취소해도 에어비앤비가 하는건 없음 환불 100해줬다고 하는데 그럼 뭐하나 이미 숙소를 예약할 수가 없는데,9
1782,2018-10-01 14:40:19,5,예약앱중에 최고입니다,0
1783,2018-10-01 19:01:52,5,역시는 역시네요 에어비앤비 너무 잘쓰고 있습니다,1
1784,2018-10-01 20:29:29,5,매우 좋습니다 하지만 해외결제카드만 사용이 가능하다는 것은 매우 불편합니다,9
1785,2018-10-02 01:11:12,5,유용했습니다,1
1786,2018-10-02 01:55:27,3,페이전에 앱 업글시키라고 해서 했어요 살짝 불편,9
1787,2018-10-02 07:51:43,4,처음이라 아직은 근데 편리해요,6
1788,2018-10-02 13:40:30,5,사스가 에어비앤비,5
1789,2018-10-02 17:26:17,2,예약진행이 어렵고 핸폰으로 진행하다 인증을 pc로 하니 엉뚱한 곳에 예약됐다고 알려줌 원화 결재를 bc카드로 했으나 에어비앤비에서 1달러 차지하고 원화로는 예약이 안되는 카드라고 알려줌,9
1790,2018-10-02 17:43:19,5,처음이라서 기대가 큽니다,2
1791,2018-10-02 22:07:14,4,만18세미만도 예약할수있으면 좋겠어요 너무 불편해요,9
1792,2018-10-02 23:59:33,5,편리하게 이용하고 있어요,1
1793,2018-10-03 14:29:26,5,사용하기 편합니다,1
1794,2018-10-03 16:50:01,5,좋은 여행 다닙니다 감사합니다,1
1795,2018-10-03 21:03:36,1,숙소 주인측 귀책사유인데도 환불안해주려고 버팅김 진짜 최악의여행경험을 만들어준 앱 말도안되는 환불정책,9
1796,2018-10-04 10:35:18,5,해외여행에 보편적인 호텔보다는 현지스타일의 집에 살아보는게 참 매력적이에요,0
1797,2018-10-04 10:39:25,1,계정으로 로그인이 안되는데 휴대폰 번호로도 안되고 메일로도 안되고 신분증사진이랑 본인사진 제출하라해서 몇번을 제출했는데 한달넘게 답도 없고 이게무슨일인지 저 계정거부당한건가요 그럼 알려주셔야죠 뭐 부정으로 사용한적도 없고 고객센터전화했더니 모르겠다고만하고 이걸쓰지말라는건지 답이라도주던지 이게말이됩니까 정말너무하시네요,9
1798,2018-10-04 15:17:30,5,해외여행갈때유용하게잘쓰고있어요,1
1799,2018-10-04 21:38:10,2,bc gd카드인데 카드번호치면 다음으로 안넘어가요,5
1800,2018-10-04 22:12:18,4,간편해요,0
1801,2018-10-04 22:54:13,5,좋아요 좋아요,0
1802,2018-10-04 23:23:47,5,카카오톡 공유가 안되는데 저만 안되는건가여,7
1803,2018-10-05 11:51:16,5,여행을 할때 정말 유용한 정보 꼭 필요한 숙소 예약 가능 너무 좋아요,0
1804,2018-10-05 14:21:05,5,사용 중이라 아직 정확한 평가가 어렵네요,10
1805,2018-10-05 14:37:32,5,항상좋아요,0
1806,2018-10-05 16:12:07,4,새로운세상을 접하게되네요,5
1807,2018-10-05 16:58:29,4,로그인불편 로그아웃하면 구글플레이 자동로그인되는거때문에 로그인화면이안가짐,9
1808,2018-10-06 02:30:57,5,왜 이제 설치했를까 이 좋은걸,7
1809,2018-10-06 07:23:45,4,여행의 트랜드가 바뀐다,6
1810,2018-10-06 07:38:48,1,아니 이거 설치가안되요,9
1811,2018-10-06 08:01:28,4,해외 여행 할 때는 가끔 이용했는데 좋았던 기억이 많았습니다 국내 여행은 처음인데 사용후기는 다음에 남기겠습니다,1
1812,2018-10-06 12:39:18,1,예전에 쓰던 아이폰6에서는 로그인 됏는데 폰 바꾸고 로그인 하려니까 이메일 전화번호 둘 다 무한로딩에 비번찾으려고 해도 무한로딩 앱 발적화 했나 왜이러는겁니까,9
1813,2018-10-06 14:55:24,5,로컬 숙소가 전부 나오는것은 아니지만 유용합니다,1
1814,2018-10-06 15:57:03,5,긍정적인 숙박 어플이에요,1
1815,2018-10-06 17:16:01,5,싸게 예약 가능해서 좋아요,0
1816,2018-10-06 17:49:40,4,베트남 여행에 첫 예약을 시작했는데 만족스러운 이용이었습니다,0
1817,2018-10-06 21:27:11,5,외국에서좋아요,0
1818,2018-10-06 23:21:17,4,정말 싸게 예약이 가능해서 좋은 데 저가 숙소 예약을 하고 5일전에 취소를 했는 데 1주일도 더 넘었는 데 아직도 돈이 다시 안들어 왔내요 왜이럴까요,7
1819,2018-10-07 15:26:50,5,한국인이라 느끼는 것인지는 모르겠으나 처리 속도가 조금 느립니다 그래도 전반적으로 잘되어 있음,7
1820,2018-10-08 07:13:04,5,도시도시마다 좋은 숙소들을 찾을 수 있어서 아주 좋네요,0
1821,2018-10-09 09:15:25,5,여행 떠나면서 중요한 것이 숙소인데 에어앤비를 통해 편안하게 숙소를 정할수 있어 좋아요,0
1822,2018-10-09 13:37:40,5,모든게 편리하게 볼수있어 기계치인 저도 쉽게 활용할수 있었어요 다른 정보도 공유할수 있어 좋구요감사합니다,1
1823,2018-10-09 15:58:42,5,사용하기 편하고 좋아요,1
1824,2018-10-09 18:51:22,4,걍그럼,5
1825,2018-10-09 20:45:00,4,내 여행정보를 쉽게 볼수 있도록 개선이 필요하네요,5
1826,2018-10-10 00:38:26,5,자유여행이라면 에어비엔비 이용하는것도 괜찮네요,5
1827,2018-10-10 08:11:57,3,인원 추가하면 금액 바뀌고 결제 버튼 가면 또 수수료 붙고,9
1828,2018-10-10 13:18:20,5,언제나 편리하게 이용할 수 있답니다,1
1829,2018-10-10 19:23:15,5,편리하고 좋았어요,0
1830,2018-10-10 23:12:45,1,아니 다 좋은데 왜 비밀번호 찾기가 불가능한가요 거의 뭐 비밀번호 잊어먹거나 한 3개월 안쓰면 비활성화걸고 안풀어주네요 쓰란건지 말란건지 참,9
